Name,Genes,Length
Iberolacerta cyreni,5,3302
Iberolacerta galani,4,2270
Iberolacerta horvathi,5,3629
Iberolacerta martinezricai,5,3250
Iberolacerta monticola,6,5976
Ichnotropis bivittata,3,1821
Ichnotropis capensis,9,6411
Ichnotropis chapini,0,0
Ichnotropis grandiceps,0,0
Ichnotropis microlepidota,0,0
Ichnotropis tanganicana,0,0
Iranolacerta brandtii,5,3638
Iranolacerta zagrosica,3,1012
Lacerta agilis,11,11322
Lacerta bilineata,4,2084
Lacerta media,5,4791
Lacerta mostoufii,0,0
Lacerta pamphylica,4,2369
Lacerta schreiberi,5,4640
Lacerta strigata,4,1949
Lacerta trilineata,4,1787
Lacerta viridis,13,10035
Latastia boscai,0,0
Latastia caeruleopunctata,0,0
Latastia carinata,0,0
Latastia cherchii,0,0
Latastia doriai,0,0
Latastia johnstonii,0,0
Latastia longicaudata,8,7483
Latastia ornata,0,0
Latastia siebenrocki,0,0
Latastia taylori,0,0
Meroles anchietae,6,3007
Meroles ctenodactylus,7,5444
Meroles cuneirostris,9,6301
Meroles knoxii,9,6514
Meroles micropholidotus,4,1631
Meroles reticulatus,6,3580
Meroles squamulosa,8,5836
Meroles suborbitalis,10,8660
Mesalina adramitana,3,1305
Mesalina ayunensis,0,0
Mesalina bahaeldini,2,858
Mesalina balfouri,3,1301
Mesalina brevirostris,4,4090
Mesalina ercolinii,0,0
Mesalina guttulata,5,3350
Mesalina kuri,2,882
Mesalina martini,2,942
Mesalina olivieri,3,1358
Mesalina pasteuri,2,932
Mesalina rubropunctata,5,2947
Mesalina simoni,2,860
Mesalina watsonana,2,1226
Nucras boulengeri,3,2006
Nucras caesicaudata,0,0
Nucras holubi,0,0
Nucras intertexta,3,2008
Nucras lalandii,8,5822
Nucras livida,3,2008
Nucras ornata,2,1345
Nucras scalaris,0,0
Nucras taeniolata,3,2010
Nucras tessellata,7,6274
Omanosaura cyanura,3,995
Omanosaura jayakari,5,2584
Ophisops beddomei,0,0
Ophisops elbaensis,0,0
Ophisops elegans,9,7506
Ophisops jerdonii,2,765
Ophisops leschenaultii,0,0
Ophisops microlepis,0,0
Ophisops minor,0,0
Ophisops occidentalis,3,1197
Parvilacerta fraasii,5,3627
Parvilacerta parva,5,3625
Pedioplanis benguellensis,3,1813
Pedioplanis breviceps,3,2179
Pedioplanis burchelli,6,3469
Pedioplanis gaerdesi,5,2917
Pedioplanis haackei,3,1776
Pedioplanis huntleyi,3,1773
Pedioplanis husabensis,3,2194
Pedioplanis inornata,6,3579
Pedioplanis laticeps,3,2191
Pedioplanis lineoocellata,9,6428
Pedioplanis namaquensis,7,6628
Pedioplanis rubens,3,2191
Pedioplanis undata,8,5861
Philochortus hardeggeri,0,0
Philochortus intermedius,0,0
Philochortus neumanni,0,0
Philochortus phillipsi,0,0
Philochortus spinalis,2,1590
Philochortus zolii,0,0
Phoenicolacerta cyanisparsa,4,2539
Phoenicolacerta kulzeri,9,9811
Phoenicolacerta laevis,5,3554
Phoenicolacerta troodica,1,418
Podarcis bocagei,6,2856
Podarcis carbonelli,5,2348
Podarcis cretensis,3,1392
Podarcis erhardii,3,1449
Podarcis filfolensis,5,3211
Podarcis gaigeae,3,1259
Podarcis guadarramae,0,0
Podarcis hispanicus,9,7021
Podarcis levendis,0,0
Podarcis lilfordi,5,2038
Podarcis liolepis,3,1406
Podarcis melisellensis,3,2127
Podarcis milensis,3,1456
Podarcis muralis,10,10517
Podarcis peloponnesiacus,5,2446
Podarcis pityusensis,5,2680
Podarcis raffoneae,2,1182
Podarcis siculus,9,8281
Podarcis tauricus,3,1456
Podarcis tiliguerta,3,2100
Podarcis vaucheri,5,3809
Podarcis virescens,0,0
Podarcis waglerianus,2,1547
Poromera fordii,5,2580
Pseuderemias brenneri,0,0
Pseuderemias erythrosticta,0,0
Pseuderemias mucronata,0,0
Pseuderemias savagei,0,0
Pseuderemias septemstriata,0,0
Pseuderemias smithii,2,1590
Pseuderemias striatus,0,0
Scelarcis perspicillata,6,5973
Takydromus amurensis,6,4875
Takydromus dorsalis,3,2373
Takydromus formosanus,5,3854
Takydromus hani,0,0
Takydromus haughtonianus,0,0
Takydromus hsuehshanensis,5,3856
Takydromus intermedius,3,2373
Takydromus khasiensis,0,0
Takydromus kuehnei,3,2401
Takydromus luyeanus,3,2363
Takydromus madaensis,0,0
Takydromus sauteri,3,2377
Takydromus septentrionalis,5,4162
Takydromus sexlineatus,14,11818
Takydromus sikkimensis,0,0
Takydromus smaragdinus,4,2750
Takydromus stejnegeri,5,3835
Takydromus sylvaticus,7,8206
Takydromus tachydromoides,7,7453
Takydromus toyamai,3,2389
Takydromus viridipunctatus,3,2363
Takydromus wolteri,7,7504
Teira dugesii,6,3869
Timon lepidus,8,7685
Timon pater,5,4608
Timon princeps,4,1319
Timon tangitanus,7,5713
Tropidosaura cottrelli,7,5175
Tropidosaura essexi,7,5172
Tropidosaura gularis,9,8163
Tropidosaura montana,8,5838
Vhembelacerta rupicola,8,5843
Zootoca vivipara,9,9033
Lanthanotus borneensis,9,7834
Leiocephalus anonymous,0,0
Leiocephalus apertosulcus,0,0
Leiocephalus barahonensis,10,7057
Leiocephalus carinatus,5,5052
Leiocephalus cubensis,0,0
Leiocephalus cuneus,0,0
Leiocephalus endomychus,0,0
Leiocephalus eremitus,0,0
Leiocephalus etheridgei,0,0
Leiocephalus greenwayi,0,0
Leiocephalus herminieri,0,0
Leiocephalus inaguae,0,0
Leiocephalus jamaicensis,0,0
Leiocephalus loxogrammus,0,0
Leiocephalus lunatus,0,0
Leiocephalus macropus,0,0
Leiocephalus melanochlorus,0,0
Leiocephalus onaneyi,0,0
Leiocephalus partidus,0,0
Leiocephalus personatus,7,7310
Leiocephalus pratensis,0,0
Leiocephalus psammodromus,1,783
Leiocephalus punctatus,0,0
Leiocephalus raviceps,3,3930
Leiocephalus rhutidira,0,0
Leiocephalus schreibersii,3,1526
Leiocephalus semilineatus,0,0
Leiocephalus stictigaster,0,0
Leiocephalus vinculum,0,0
Anisolepis grilli,4,2081
Anisolepis longicauda,7,4097
Anisolepis undulatus,0,0
Enyalius bibronii,4,2085
Enyalius bilineatus,5,2928
Enyalius boulengeri,4,2034
Enyalius brasiliensis,4,1944
Enyalius catenatus,4,2085
Enyalius erythroceneus,4,1819
Enyalius iheringii,4,1949
Enyalius leechii,7,4108
Enyalius perditus,4,1998
Enyalius pictus,4,1833
Urostrophus gallardoi,5,5401
Urostrophus vautieri,12,6966
Diplolaemus bibronii,0,0
Diplolaemus darwinii,7,5004
Diplolaemus leopardinus,0,0
Diplolaemus sexcinctus,0,0
Leiosaurus bellii,2,1092
Leiosaurus catamarcensis,9,5940
Leiosaurus jaguaris,0,0
Leiosaurus paronae,1,943
Pristidactylus achalensis,0,0
Pristidactylus alvaroi,0,0
Pristidactylus araucanus,0,0
Pristidactylus casuhatiensis,0,0
Pristidactylus fasciatus,0,0
Pristidactylus nigroiugulus,0,0
Pristidactylus scapulatus,5,5480
Pristidactylus torquatus,7,4473
Pristidactylus valeriae,0,0
Pristidactylus volcanensis,0,0
Ctenoblepharys adspersa,2,1092
Liolaemus abaucan,7,4278
Liolaemus abdalai,0,0
Liolaemus acostai,0,0
Liolaemus albiceps,7,4262
Liolaemus alticolor,2,1416
Liolaemus andinus,6,3492
Liolaemus anomalus,3,1964
Liolaemus antumalguen,0,0
Liolaemus aparicioi,0,0
Liolaemus arambarensis,0,0
Liolaemus araucaniensis,0,0
Liolaemus archeforus,6,3558
Liolaemus atacamensis,2,1092
Liolaemus audituvelatus,2,1092
Liolaemus austromendocinus,6,3908
Liolaemus avilai,2,1420
Liolaemus azarai,4,2420
Liolaemus baguali,6,3558
Liolaemus bellii,9,5778
Liolaemus bibronii,7,4186
Liolaemus bitaeniatus,3,1722
Liolaemus boulengeri,7,3852
Liolaemus buergeri,6,3839
Liolaemus burmeisteri,0,0
Liolaemus calchaqui,6,2935
Liolaemus camarones,0,0
Liolaemus canqueli,8,4202
Liolaemus caparensis,0,0
Liolaemus capillitas,6,3878
Liolaemus carlosgarini,0,0
Liolaemus casamiquelai,3,1670
Liolaemus cazianiae,0,0
Liolaemus ceii,3,1713
Liolaemus chacabucoense,4,2553
Liolaemus chacoensis,7,4303
Liolaemus chaltin,3,1722
Liolaemus chavin,2,1414
Liolaemus chehuachekenk,4,2425
Liolaemus chiliensis,4,2595
Liolaemus chillanensis,1,699
Liolaemus chlorostictus,0,0
Liolaemus choique,0,0
Liolaemus chungara,0,0
Liolaemus cinereus,0,0
Liolaemus coeruleus,2,1092
Liolaemus confusus,0,0
Liolaemus constanzae,0,0
Liolaemus cranwelli,0,0
Liolaemus crepuscularis,3,1767
Liolaemus cristiani,0,0
Liolaemus curicensis,0,0
Liolaemus curis,2,1092
Liolaemus cuyanus,7,4261
Liolaemus cuyumhue,4,2398
Liolaemus cyaneinotatus,0,0
Liolaemus cyanogaster,2,1509
Liolaemus darwinii,13,7529
Liolaemus diaguita,0,0
Liolaemus dicktracyi,4,2828
Liolaemus disjunctus,0,0
Liolaemus ditadai,0,0
Liolaemus donosobarrosi,7,4114
Liolaemus dorbignyi,6,3490
Liolaemus duellmani,0,0
Liolaemus dumerili,0,0
Liolaemus eleodori,4,2339
Liolaemus elongatus,9,5642
Liolaemus erguetae,0,0
Liolaemus erroneus,0,0
Liolaemus escarchadosi,4,2466
Liolaemus espinozai,7,3604
Liolaemus etheridgei,0,0
Liolaemus exploratorum,0,0
Liolaemus fabiani,2,1092
Liolaemus famatinae,7,4321
Liolaemus filiorum,0,0
Liolaemus fittkaui,0,0
Liolaemus fitzgeraldi,0,0
Liolaemus fitzingerii,7,4243
Liolaemus flavipiceus,0,0
Liolaemus forsteri,0,0
Liolaemus foxi,0,0
Liolaemus frassinettii,0,0
Liolaemus fuscus,2,1092
Liolaemus gallardoi,6,3558
Liolaemus goetschi,3,1691
Liolaemus gracielae,0,0
Liolaemus gracilis,7,4431
Liolaemus gravenhorstii,2,1092
Liolaemus griseus,0,0
Liolaemus grosseorum,6,3537
Liolaemus gununakuna,4,2843
Liolaemus hajeki,0,0
Liolaemus halonastes,0,0
Liolaemus hatcheri,6,3558
Liolaemus heliodermis,1,627
Liolaemus hellmichi,0,0
Liolaemus hermannunezi,6,3800
Liolaemus huacahuasicus,2,1092
Liolaemus huayra,0,0
Liolaemus inacayali,8,4732
Liolaemus incaicus,4,2507
Liolaemus insolitus,0,0
Liolaemus inti,0,0
Liolaemus irregularis,7,4185
Liolaemus isabelae,2,1092
Liolaemus jamesi,2,1092
Liolaemus josei,4,2398
Liolaemus juanortizi,0,0
Liolaemus kingii,7,4314
Liolaemus kolengh,4,2441
Liolaemus koslowskyi,7,4265
Liolaemus kriegi,6,3904
Liolaemus kuhlmanni,0,0
Liolaemus laurenti,7,4120
Liolaemus lavillai,7,3550
Liolaemus lemniscatus,4,2572
Liolaemus lentus,4,2394
Liolaemus leopardinus,2,1092
Liolaemus lineomaculatus,8,7140
Liolaemus loboi,7,3566
Liolaemus lopezi,0,0
Liolaemus lorenzmuelleri,0,0
Liolaemus lutzae,6,3531
Liolaemus magellanicus,6,3585
Liolaemus maldonadae,0,0
Liolaemus manueli,0,0
Liolaemus mapuche,7,3756
Liolaemus martorii,4,2396
Liolaemus melaniceps,0,0
Liolaemus melanogaster,0,0
Liolaemus melanopleurus,0,0
Liolaemus melanops,7,4315
Liolaemus millcayac,0,0
Liolaemus molinai,2,1092
Liolaemus montanezi,0,0
Liolaemus montanus,0,0
Liolaemus monticola,4,2566
Liolaemus moradoensis,0,0
Liolaemus morandae,2,1420
Liolaemus morenoi,5,2962
Liolaemus multicolor,6,3490
Liolaemus multimaculatus,7,4086
Liolaemus neuquensis,3,2251
Liolaemus nigriceps,0,0
Liolaemus nigromaculatus,1,699
Liolaemus nigroviridis,3,1794
Liolaemus nitidus,3,1791
Liolaemus occipitalis,2,1092
Liolaemus olongasta,7,4228
Liolaemus orientalis,2,1092
Liolaemus orko,0,0
Liolaemus ornatus,6,3531
Liolaemus ortizii,0,0
Liolaemus pacha,0,0
Liolaemus pachacutec,2,1414
Liolaemus pachecoi,0,0
Liolaemus pagaburoi,1,632
Liolaemus pantherinus,0,0
Liolaemus parvus,0,0
Liolaemus patriciaiturrae,0,0
Liolaemus paulinae,2,1092
Liolaemus petrophilus,7,4378
Liolaemus pictus,9,7817
Liolaemus pipanaco,0,0
Liolaemus platei,3,1791
Liolaemus pleopholis,0,0
Liolaemus poconchilensis,0,0
Liolaemus poecilochromus,0,0
Liolaemus polystictus,0,0
Liolaemus porosus,0,0
Liolaemus pseudoanomalus,7,4270
Liolaemus pseudolemniscatus,1,699
Liolaemus puelche,4,2398
Liolaemus pulcherrimus,0,0
Liolaemus puna,3,1722
Liolaemus punmahuida,4,2877
Liolaemus puritamensis,0,0
Liolaemus purul,0,0
Liolaemus pyriphlogos,0,0
Liolaemus quilmes,7,4261
Liolaemus rabinoi,0,0
Liolaemus ramirezae,3,2228
Liolaemus ramonensis,0,0
Liolaemus riodamas,0,0
Liolaemus riojanus,2,1089
Liolaemus robertmertensi,5,3290
Liolaemus robertoi,0,0
Liolaemus robustus,0,0
Liolaemus rosenmanni,0,0
Liolaemus rothi,7,4395
Liolaemus ruibali,7,4012
Liolaemus sagei,4,2397
Liolaemus salinicola,7,4082
Liolaemus sanjuanensis,0,0
Liolaemus sarmientoi,6,3559
Liolaemus saxatilis,2,1625
Liolaemus scapularis,8,4501
Liolaemus schmidti,0,0
Liolaemus schroederi,2,1092
Liolaemus scolaroi,4,2426
Liolaemus scrocchii,0,0
Liolaemus senguer,7,4034
Liolaemus septentrionalis,0,0
Liolaemus shehuen,0,0
Liolaemus shitan,0,0
Liolaemus signifer,0,0
Liolaemus silvai,0,0
Liolaemus silvanae,4,2448
Liolaemus sitesi,4,2698
Liolaemus smaug,0,0
Liolaemus somuncurae,6,3649
Liolaemus stolzmanni,2,1092
Liolaemus tacnae,2,1416
Liolaemus talampaya,4,2699
Liolaemus tandiliensis,0,0
Liolaemus tari,6,3558
Liolaemus tehuelche,7,3742
Liolaemus telsen,4,2706
Liolaemus tenuis,4,2602
Liolaemus thermarum,1,627
Liolaemus thomasi,0,0
Liolaemus torresi,2,1092
Liolaemus tregenzai,2,1602
Liolaemus tristis,4,2466
Liolaemus tromen,1,705
Liolaemus tulkas,0,0
Liolaemus ubaghsi,0,0
Liolaemus umbrifer,3,2007
Liolaemus uptoni,4,2466
Liolaemus uspallatensis,7,4160
Liolaemus valdesianus,0,0
Liolaemus vallecurensis,5,3231
Liolaemus variegatus,0,0
Liolaemus velosoi,0,0
Liolaemus vulcanus,0,0
Liolaemus walkeri,2,1416
Liolaemus wari,2,1414
Liolaemus wiegmannii,7,4244
Liolaemus williamsi,0,0
Liolaemus xanthoviridis,7,3748
Liolaemus yanalcu,1,631
Liolaemus yatel,0,0
Liolaemus zapallarensis,3,1507
Liolaemus zullyae,6,3558
Phymaturus aguanegra,0,0
Phymaturus aguedae,0,0
Phymaturus alicahuense,0,0
Phymaturus antofagastensis,2,1092
Phymaturus bibronii,0,0
Phymaturus calcogaster,4,2680
Phymaturus camilae,0,0
Phymaturus castillensis,0,0
Phymaturus ceii,4,2680
Phymaturus damasense,0,0
Phymaturus darwini,0,0
Phymaturus delheyi,4,2680
Phymaturus denotatus,0,0
Phymaturus desuetus,0,0
Phymaturus etheridgei,4,2680
Phymaturus excelsus,4,2680
Phymaturus extrilidus,4,2684
Phymaturus felixi,4,2681
Phymaturus indistinctus,7,4440
Phymaturus laurenti,4,2659
Phymaturus mallimaccii,6,3760
Phymaturus manuelae,4,2635
Phymaturus maulense,0,0
Phymaturus nevadoi,4,2612
Phymaturus palluma,10,5940
Phymaturus patagonicus,7,4228
Phymaturus payuniae,4,2679
Phymaturus punae,6,3774
Phymaturus querque,4,2635
Phymaturus roigorum,4,2670
Phymaturus sinervoi,0,0
Phymaturus sitesi,4,2665
Phymaturus somuncurensis,8,7028
Phymaturus spectabilis,4,2680
Phymaturus spurcus,4,2680
Phymaturus tenebrosus,4,2680
Phymaturus verdugo,4,2586
Phymaturus videlai,1,765
Phymaturus vociferator,4,2683
Phymaturus williamsi,0,0
Phymaturus yachanana,0,0
Phymaturus zapalensis,6,3755
Chalarodon madagascariensis,14,12802
Oplurus cuvieri,11,8812
Oplurus cyclurus,11,7504
Oplurus fierinensis,5,3116
Oplurus grandidieri,9,9198
Oplurus quadrimaculatus,7,4968
Oplurus saxicola,6,4067
Callisaurus draconoides,13,7754
Cophosaurus texanus,11,6444
Holbrookia approximans,0,0
Holbrookia elegans,3,2082
Holbrookia lacerata,4,2090
Holbrookia maculata,12,8304
Holbrookia propinqua,4,2091
Petrosaurus mearnsi,12,7623
Petrosaurus repens,6,5385
Petrosaurus slevini,0,0
Petrosaurus thalassinus,8,4643
Phrynosoma asio,9,6407
Phrynosoma blainvillii,6,4977
Phrynosoma braconnieri,7,5480
Phrynosoma cerroense,7,5682
Phrynosoma cornutum,11,9238
Phrynosoma coronatum,8,5772
Phrynosoma ditmarsi,8,5920
Phrynosoma douglasii,6,3450
Phrynosoma goodei,7,5818
Phrynosoma hernandesi,9,6424
Phrynosoma mcallii,8,7385
Phrynosoma modestum,9,6418
Phrynosoma orbiculare,8,5939
Phrynosoma platyrhinos,11,7507
Phrynosoma sherbrookei,8,5611
Phrynosoma solare,8,5946
Phrynosoma taurus,8,5800
Phrynosoma wigginsi,6,5112
Sceloporus acanthinus,0,0
Sceloporus adleri,6,2900
Sceloporus aeneus,2,1344
Sceloporus albiventris,0,0
Sceloporus anahuacus,0,0
Sceloporus angustus,6,2877
Sceloporus arenicolus,8,6294
Sceloporus asper,0,0
Sceloporus aurantius,0,0
Sceloporus aureolus,3,1982
Sceloporus becki,0,0
Sceloporus bicanthalis,7,5228
Sceloporus bimaculosus,0,0
Sceloporus bulleri,3,1990
Sceloporus caeruleus,2,776
Sceloporus carinatus,3,1764
Sceloporus cautus,8,7194
Sceloporus chaneyi,2,1344
Sceloporus chrysostictus,3,1376
Sceloporus clarkii,10,6846
Sceloporus consobrinus,6,4669
Sceloporus couchii,8,5714
Sceloporus cowlesi,6,4720
Sceloporus cozumelae,2,794
Sceloporus cryptus,7,5221
Sceloporus cupreus,0,0
Sceloporus cyanogenys,5,3141
Sceloporus cyanostictus,0,0
Sceloporus druckercolini,0,0
Sceloporus dugesii,7,5355
Sceloporus edbelli,0,0
Sceloporus edwardtaylori,7,5719
Sceloporus exsul,0,0
Sceloporus formosus,9,5822
Sceloporus gadoviae,8,5779
Sceloporus goldmani,1,687
Sceloporus graciosus,10,7953
Sceloporus grammicus,10,6649
Sceloporus grandaevus,6,4743
Sceloporus heterolepis,7,5217
Sceloporus horridus,9,7621
Sceloporus hunsakeri,8,5366
Sceloporus insignis,3,2051
Sceloporus internasalis,0,0
Sceloporus jalapae,9,5871
Sceloporus jarrovii,9,6321
Sceloporus lemosespinali,0,0
Sceloporus licki,7,5215
Sceloporus lineatulus,2,780
Sceloporus lunae,0,0
Sceloporus lundelli,2,1092
Sceloporus macdougalli,7,5219
Sceloporus maculosus,9,5899
Sceloporus magister,9,7723
Sceloporus malachiticus,8,5354
Sceloporus megalepidurus,9,7773
Sceloporus melanorhinus,7,5278
Sceloporus merriami,10,6667
Sceloporus minor,3,2054
Sceloporus mucronatus,9,8203
Sceloporus nelsoni,1,675
Sceloporus occidentalis,13,12272
Sceloporus ochoterenae,8,5349
Sceloporus olivaceus,9,7720
Sceloporus omiltemanus,0,0
Sceloporus orcutti,8,5336
Sceloporus ornatus,8,5492
Sceloporus palaciosi,6,4750
Sceloporus parvus,8,5530
Sceloporus poinsettii,9,5917
Sceloporus pyrocephalus,9,5655
Sceloporus salvini,0,0
Sceloporus samcolemani,2,1344
Sceloporus scalaris,9,5850
Sceloporus serrifer,4,2971
Sceloporus shannonorum,0,0
Sceloporus siniferus,9,5835
Sceloporus slevini,2,1344
Sceloporus smaragdinus,7,4684
Sceloporus smithi,7,5209
Sceloporus spinosus,9,6319
Sceloporus squamosus,3,1767
Sceloporus stejnegeri,7,5222
Sceloporus subpictus,7,5130
Sceloporus sugillatus,0,0
Sceloporus taeniocnemis,7,5168
Sceloporus tanneri,0,0
Sceloporus teapensis,2,1092
Sceloporus torquatus,9,6855
Sceloporus tristichus,5,4213
Sceloporus undulatus,8,6408
Sceloporus uniformis,0,0
Sceloporus utiformis,8,5393
Sceloporus variabilis,11,7046
Sceloporus virgatus,8,6312
Sceloporus woodi,8,6168
Sceloporus zosteromus,8,5328
Uma exsul,4,2433
Uma inornata,4,2432
Uma notata,12,7009
Uma paraphygas,4,2428
Uma rufopunctata,4,2432
Uma scoparia,10,6464
Urosaurus auriculatus,5,4398
Urosaurus bicarinatus,7,5397
Urosaurus clarionensis,5,4398
Urosaurus gadovi,5,4401
Urosaurus graciosus,9,5566
Urosaurus irregularis,0,0
Urosaurus lahtelai,6,5373
Urosaurus nigricaudus,11,9272
Urosaurus ornatus,12,7722
Uta encantadae,0,0
Uta lowei,0,0
Uta nolascensis,0,0
Uta palmeri,5,2816
Uta squamata,6,5478
Uta stansburiana,13,8474
Uta tumidarostra,0,0
Asaccus andersoni,0,0
Asaccus barani,0,0
Asaccus caudivolvulus,2,2394
Asaccus elisae,2,2397
Asaccus gallagheri,2,2397
Asaccus granularis,0,0
Asaccus griseonotus,2,2397
Asaccus iranicus,0,0
Asaccus kermanshahensis,0,0
Asaccus kurdistanensis,0,0
Asaccus montanus,2,2397
Asaccus nasrullahi,2,2394
Asaccus platyrhynchus,5,3450
Asaccus saffinae,0,0
Asaccus tangestanensis,0,0
Asaccus zagrosicus,0,0
Garthia gaudichaudii,8,4894
Garthia penai,0,0
Gymnodactylus amarali,7,4417
Gymnodactylus darwinii,1,786
Gymnodactylus geckoides,3,2224
Gymnodactylus guttulatus,0,0
Gymnodactylus vanzolinii,0,0
Haemodracon riebeckii,5,3162
Haemodracon trachyrhinus,0,0
Homonota andicola,3,2152
Homonota borellii,3,2178
Homonota darwinii,8,5358
Homonota fasciata,8,5463
Homonota rupicola,3,2233
Homonota taragui,3,2227
Homonota underwoodi,3,1715
Homonota uruguayensis,3,2126
Homonota whitii,2,1669
Homonota williamsii,0,0
Phyllodactylus angelensis,0,0
Phyllodactylus angustidigitus,0,0
Phyllodactylus apricus,0,0
Phyllodactylus barringtonensis,8,4440
Phyllodactylus baurii,8,4443
Phyllodactylus bordai,5,3144
Phyllodactylus bugastrolepis,5,3150
Phyllodactylus clinatus,0,0
Phyllodactylus darwini,8,4372
Phyllodactylus davisi,6,3815
Phyllodactylus delcampoi,5,3117
Phyllodactylus delsolari,0,0
Phyllodactylus dixoni,0,0
Phyllodactylus duellmani,6,3680
Phyllodactylus galapagensis,8,4398
Phyllodactylus gerrhopygus,0,0
Phyllodactylus gilberti,0,0
Phyllodactylus heterurus,0,0
Phyllodactylus homolepidurus,7,4599
Phyllodactylus inaequalis,0,0
Phyllodactylus insularis,0,0
Phyllodactylus interandinus,0,0
Phyllodactylus johnwrighti,0,0
Phyllodactylus julieni,0,0
Phyllodactylus kofordi,10,5408
Phyllodactylus lanei,7,4515
Phyllodactylus leei,8,4462
Phyllodactylus leoni,7,3951
Phyllodactylus lepidopygus,0,0
Phyllodactylus martini,0,0
Phyllodactylus microphyllus,0,0
Phyllodactylus muralis,2,1224
Phyllodactylus nocticolus,10,6656
Phyllodactylus palmeus,1,719
Phyllodactylus papenfussi,0,0
Phyllodactylus paralepis,0,0
Phyllodactylus partidus,0,0
Phyllodactylus paucituberculatus,6,3841
Phyllodactylus pulcher,0,0
Phyllodactylus pumilus,8,4329
Phyllodactylus reissii,9,5947
Phyllodactylus rutteni,0,0
Phyllodactylus santacruzensis,0,0
Phyllodactylus sentosus,0,0
Phyllodactylus thompsoni,0,0
Phyllodactylus tinklei,0,0
Phyllodactylus transversalis,0,0
Phyllodactylus tuberculosus,10,6312
Phyllodactylus unctus,12,9871
Phyllodactylus ventralis,0,0
Phyllodactylus wirshingi,7,4460
Phyllodactylus xanti,10,6534
Phyllopezus lutzae,6,3266
Phyllopezus maranjonensis,8,5185
Phyllopezus periosus,6,3789
Phyllopezus pollicaris,9,6139
Ptyodactylus ananjevae,0,0
Ptyodactylus dhofarensis,0,0
Ptyodactylus guttatus,7,3948
Ptyodactylus hasselquistii,7,3367
Ptyodactylus homolepis,0,0
Ptyodactylus orlovi,0,0
Ptyodactylus oudrii,5,2034
Ptyodactylus puiseuxi,4,1555
Ptyodactylus ragazzii,5,1962
Tarentola albertschwartzi,0,0
Tarentola americana,7,4252
Tarentola angustimentalis,8,5066
Tarentola annularis,6,3307
Tarentola bischoffi,0,0
Tarentola boavistensis,3,1481
Tarentola bocagei,2,711
Tarentola boehmei,6,3027
Tarentola boettgeri,7,3952
Tarentola caboverdiana,4,1538
Tarentola chazaliae,8,5105
Tarentola crombiei,0,0
Tarentola darwini,4,1860
Tarentola delalandii,9,5877
Tarentola deserti,8,5111
Tarentola ephippiata,6,3024
Tarentola fascicularis,7,4260
Tarentola fogoensis,1,390
Tarentola gigas,6,2839
Tarentola gomerensis,3,1459
Tarentola maioensis,3,1163
Tarentola mauritanica,11,10724
Tarentola mindiae,4,2069
Tarentola neglecta,4,2069
Tarentola nicolauensis,3,1483
Tarentola parvicarinata,0,0
Tarentola pastoria,0,0
Tarentola protogigas,3,1484
Tarentola raziana,3,1482
Tarentola rudis,4,1860
Tarentola substituta,3,1482
Thecadactylus oskrobapreinorum,0,0
Thecadactylus rapicauda,6,3762
Thecadactylus solimoensis,5,3117
Polychrus acutirostris,3,2025
Polychrus femoralis,1,941
Polychrus gutturosus,1,936
Polychrus jacquelinae,0,0
Polychrus liogaster,0,0
Polychrus marmoratus,14,12734
Polychrus peruvianus,0,0
